Study_Hours,Internal_Marks,Extra_Activities,Sleep Hours,Assignment_Scores,Final_Marks,Attendance,Family_Income,Internet_Access,Placement_Status,Risk_Category,Performance_Level
2,67,No,7,8,45.0,66,70611,Yes,Not Placed,Safe,Average
4,72,Yes,8,0,56.0,62,28608,Yes,Placed,Safe,Average
3,82,No,6,2,58.0,98,34041,No,Placed,Safe,Average
1,65,Yes,4,1,37.0,76,98077,Yes,Not Placed,At Risk,Poor
8,94,Yes,8,6,88.0,99,57080,No,Not Placed,Safe,Excellent
5,89,No,7,4,75.0,60,52975,No,Placed,Safe,Good
4,87,No,8,7,70.0,63,24764,Yes,Not Placed,Safe,Good
8,68,No,5,1,62.0,92,29507,Yes,Not Placed,Safe,Good
7,66,No,6,7,57.0,84,81280,No,Placed,Safe,Average
2,57,Yes,4,6,32.0,95,39685,No,Placed,At Risk,Poor
1,79,Yes,9,4,53.0,67,34063,No,Not Placed,Safe,Average
4,99,No,7,1,82.0,81,89341,Yes,Placed,Safe,Excellent
8,49,Yes,6,9,41.0,81,52288,Yes,Not Placed,Safe,Average
2,97,No,7,6,75.0,76,47743,Yes,Not Placed,Safe,Good
3,81,Yes,8,9,63.0,79,74633,Yes,Not Placed,Safe,Good
1,44,Yes,7,3,17.0,94,88408,Yes,Not Placed,At Risk,Poor
1,49,Yes,7,3,24.0,68,95816,No,Placed,At Risk,Poor
3,89,No,8,7,69.0,62,55251,No,Not Placed,Safe,Good
5,60,Yes,8,5,47.0,92,99518,No,Not Placed,Safe,Average
3,63,Yes,6,8,43.0,61,26229,No,Placed,Safe,Average
1,77,Yes,4,1,48.0,95,61602,No,Placed,Safe,Average
1,42,Yes,8,4,17.0,79,91095,No,Placed,At Risk,Poor
8,79,No,6,5,75.0,76,50825,No,Not Placed,Safe,Good
2,70,Yes,7,7,54.0,68,55676,Yes,Placed,Safe,Average
3,80,No,7,3,59.0,92,82017,No,Placed,Safe,Average
2,76,No,9,6,56.0,68,32059,No,Not Placed,Safe,Average
3,41,Yes,5,6,20.0,90,75194,Yes,Not Placed,At Risk,Poor
7,41,Yes,8,3,34.0,67,97099,Yes,Not Placed,At Risk,Poor
1,78,No,6,0,54.0,99,43868,No,Not Placed,Safe,Average
8,88,No,9,2,83.0,62,84818,Yes,Not Placed,Safe,Excellent
2,81,No,6,1,59.0,63,71352,Yes,Placed,Safe,Average
3,83,Yes,4,2,63.0,87,86897,Yes,Placed,Safe,Good
9,73,Yes,9,4,72.0,91,37066,No,Placed,Safe,Good
7,81,No,6,0,70.0,76,67909,Yes,Placed,Safe,Good
4,59,No,8,4,41.0,77,64055,Yes,Placed,Safe,Average
5,72,No,6,1,54.0,82,92144,No,Placed,Safe,Average
2,43,Yes,5,3,21.0,66,30399,No,Placed,At Risk,Poor
8,84,Yes,7,5,83.0,73,56699,No,Not Placed,Safe,Excellent
4,83,No,7,8,64.0,95,50598,Yes,Not Placed,Safe,Good
9,50,Yes,9,9,51.0,97,28530,No,Not Placed,Safe,Average
5,81,No,6,5,66.0,72,73124,No,Placed,Safe,Good
9,86,Yes,6,9,83.0,80,43759,No,Placed,Safe,Excellent
4,44,No,6,1,26.0,62,32204,No,Placed,At Risk,Poor
5,64,Yes,6,7,49.0,78,73887,Yes,Placed,Safe,Average
9,88,Yes,5,4,85.0,91,49938,Yes,Placed,Safe,Excellent
8,99,Yes,8,8,95.0,75,77248,No,Placed,Safe,Excellent
3,76,Yes,5,9,56.0,73,32456,Yes,Not Placed,Safe,Average
1,73,Yes,5,8,50.0,89,42048,Yes,Not Placed,Safe,Average
3,48,Yes,5,3,23.0,81,61247,Yes,Placed,At Risk,Poor
4,45,Yes,7,0,26.0,86,76087,Yes,Placed,At Risk,Poor
2,57,No,5,8,30.0,91,39250,Yes,Placed,At Risk,Poor
1,53,No,6,8,28.0,83,51263,Yes,Not Placed,At Risk,Poor
7,58,No,5,7,48.0,60,80077,Yes,Placed,Safe,Average
8,53,Yes,6,4,46.0,73,96445,Yes,Not Placed,Safe,Average
7,79,Yes,9,4,73.0,76,48947,No,Placed,Safe,Good
5,56,Yes,8,9,45.0,74,88217,Yes,Not Placed,Safe,Average
1,99,No,7,5,76.0,79,47705,Yes,Not Placed,Safe,Good
7,74,No,8,0,71.0,92,56501,Yes,Placed,Safe,Good
7,68,No,9,8,60.0,85,59004,Yes,Placed,Safe,Good
9,81,No,8,4,77.0,83,71096,Yes,Not Placed,Safe,Good
3,56,No,7,6,36.0,95,87061,No,Not Placed,At Risk,Poor
9,98,No,6,7,96.0,66,36133,Yes,Not Placed,Safe,Excellent
1,82,Yes,9,4,62.0,85,24509,Yes,Placed,Safe,Good
1,47,No,9,2,22.0,78,59736,No,Placed,At Risk,Poor
4,40,Yes,6,5,21.0,98,37144,No,Not Placed,At Risk,Poor
9,84,No,6,6,79.0,70,42551,No,Placed,Safe,Good
6,92,No,7,3,82.0,92,82540,Yes,Not Placed,Safe,Excellent
3,75,Yes,5,8,55.0,99,95572,No,Not Placed,Safe,Average
1,46,Yes,4,3,22.0,93,74381,Yes,Placed,At Risk,Poor
4,85,Yes,5,9,70.0,91,91342,Yes,Not Placed,Safe,Good
9,44,No,5,1,37.0,94,89840,No,Not Placed,At Risk,Poor
3,63,No,8,8,42.0,90,43055,Yes,Not Placed,Safe,Average
9,67,Yes,4,3,64.0,89,95189,No,Not Placed,Safe,Good
7,82,No,6,3,72.0,85,93148,Yes,Not Placed,Safe,Good
4,56,Yes,5,9,42.0,89,22815,No,Not Placed,Safe,Average
3,76,No,7,0,56.0,91,30534,Yes,Placed,Safe,Average
5,59,No,5,1,43.0,66,80963,Yes,Placed,Safe,Average
5,42,No,6,2,24.0,60,74056,No,Placed,At Risk,Poor
3,76,Yes,5,6,55.0,79,63789,Yes,Placed,Safe,Average
9,65,No,9,8,64.0,95,67253,Yes,Placed,Safe,Good
4,54,Yes,8,4,34.0,74,31920,No,Not Placed,At Risk,Poor
5,90,Yes,8,3,78.0,76,24567,No,Placed,Safe,Good
4,87,Yes,5,1,71.0,97,46927,No,Not Placed,Safe,Good
5,47,Yes,8,6,33.0,87,27706,No,Not Placed,At Risk,Poor
7,52,Yes,7,5,46.0,71,48342,Yes,Not Placed,Safe,Average
9,87,Yes,4,6,86.0,93,42020,Yes,Not Placed,Safe,Excellent
7,42,Yes,5,7,34.0,76,63525,Yes,Placed,At Risk,Poor
5,40,Yes,7,8,26.0,87,30375,No,Placed,At Risk,Poor
7,48,Yes,9,9,44.0,67,27329,No,Placed,Safe,Average
5,70,No,7,4,53.0,80,83219,Yes,Not Placed,Safe,Average
3,80,Yes,7,4,61.0,68,39941,Yes,Not Placed,Safe,Good
7,93,No,9,3,84.0,75,66199,No,Placed,Safe,Excellent
2,65,Yes,6,2,40.0,94,21481,Yes,Not Placed,Safe,Average
9,56,No,5,6,53.0,90,83612,Yes,Placed,Safe,Average
1,95,No,5,4,67.0,72,81017,Yes,Not Placed,Safe,Good
6,73,No,5,6,58.0,70,73898,No,Placed,Safe,Average
7,48,No,4,1,41.0,64,21890,No,Placed,Safe,Average
8,95,No,7,8,89.0,87,28585,No,Placed,Safe,Excellent
9,90,No,5,8,85.0,76,47443,Yes,Not Placed,Safe,Excellent
2,52,Yes,8,8,33.0,74,58177,No,Not Placed,At Risk,Poor
2,44,Yes,6,4,20.0,61,31898,No,Not Placed,At Risk,Poor
5,80,Yes,9,9,66.0,72,38199,Yes,Not Placed,Safe,Good
5,52,Yes,9,8,38.0,86,93807,Yes,Not Placed,At Risk,Poor
6,40,Yes,4,0,25.0,87,42845,No,Placed,At Risk,Poor
3,64,Yes,9,1,43.0,89,65432,No,Placed,Safe,Average
8,86,No,6,9,79.0,92,46214,Yes,Not Placed,Safe,Good
1,43,Yes,7,4,16.0,92,53615,Yes,Not Placed,At Risk,Poor
6,75,No,9,4,67.0,68,69883,No,Placed,Safe,Good
4,91,No,9,5,80.0,67,80823,Yes,Not Placed,Safe,Excellent
1,49,No,8,7,26.0,92,22774,Yes,Placed,At Risk,Poor
7,67,No,7,0,57.0,69,56757,Yes,Placed,Safe,Average
9,96,No,5,9,91.0,90,97048,No,Placed,Safe,Excellent
4,45,No,6,8,29.0,83,36554,No,Placed,At Risk,Poor
4,66,Yes,9,3,48.0,64,20145,Yes,Not Placed,Safe,Average
6,95,No,8,7,84.0,78,23241,Yes,Placed,Safe,Excellent
3,51,No,6,4,33.0,83,77985,Yes,Placed,At Risk,Poor
6,91,Yes,4,0,82.0,69,32023,Yes,Placed,Safe,Excellent
7,87,Yes,8,8,81.0,76,25833,Yes,Placed,Safe,Excellent
3,42,Yes,4,7,24.0,75,51003,Yes,Not Placed,At Risk,Poor
7,85,Yes,9,4,81.0,64,63294,No,Placed,Safe,Excellent
3,72,Yes,8,3,54.0,99,51544,Yes,Not Placed,Safe,Average
2,49,Yes,5,7,25.0,74,60260,No,Not Placed,At Risk,Poor
4,70,Yes,6,8,53.0,74,39228,No,Placed,Safe,Average
8,54,No,6,6,48.0,97,76007,No,Not Placed,Safe,Average
9,46,Yes,7,3,40.0,82,54160,No,Not Placed,Safe,Average
7,75,No,8,6,66.0,75,25304,No,Placed,Safe,Good
1,53,Yes,8,5,29.0,80,23726,Yes,Not Placed,At Risk,Poor
3,95,Yes,4,2,73.0,83,71645,No,Not Placed,Safe,Good
9,87,No,8,9,89.0,74,70762,No,Placed,Safe,Excellent
1,53,Yes,6,2,27.0,74,70551,Yes,Placed,At Risk,Poor
9,42,Yes,8,0,40.0,80,97008,No,Not Placed,Safe,Average
8,88,Yes,7,4,83.0,91,79908,Yes,Not Placed,Safe,Excellent
1,92,Yes,7,7,69.0,61,72182,Yes,Placed,Safe,Good
6,85,Yes,6,5,72.0,93,90235,Yes,Placed,Safe,Good
5,89,Yes,6,7,77.0,78,64028,No,Not Placed,Safe,Good
6,42,Yes,6,6,32.0,99,74418,Yes,Placed,At Risk,Poor
5,61,No,8,1,49.0,72,88208,No,Placed,Safe,Average
6,58,Yes,8,7,44.0,64,26966,Yes,Placed,Safe,Average
5,74,No,5,3,57.0,92,56943,No,Placed,Safe,Average
5,51,No,9,4,34.0,79,58109,Yes,Not Placed,At Risk,Poor
4,93,No,9,7,76.0,84,59490,Yes,Not Placed,Safe,Good
3,44,No,4,4,22.0,95,74725,Yes,Not Placed,At Risk,Poor
3,49,No,8,4,30.0,77,25745,No,Not Placed,At Risk,Poor
4,80,No,5,5,67.0,86,61258,Yes,Placed,Safe,Good
9,72,No,5,6,71.0,80,27826,Yes,Not Placed,Safe,Good
2,52,Yes,7,8,29.0,71,76668,Yes,Not Placed,At Risk,Poor
9,74,Yes,8,6,74.0,76,25652,Yes,Placed,Safe,Good
1,90,Yes,5,5,67.0,86,96948,Yes,Not Placed,Safe,Good
1,71,No,7,9,46.0,79,89410,Yes,Placed,Safe,Average
5,50,Yes,4,3,34.0,81,89054,No,Placed,At Risk,Poor
6,87,No,7,9,76.0,99,52707,No,Not Placed,Safe,Good
6,77,No,4,1,64.0,75,29871,Yes,Not Placed,Safe,Good
3,63,Yes,9,8,46.0,85,87734,Yes,Placed,Safe,Average
7,74,No,9,9,68.0,92,93869,No,Placed,Safe,Good
9,58,No,6,4,58.0,70,86398,Yes,Not Placed,Safe,Average
8,45,Yes,6,4,41.0,75,73329,No,Not Placed,Safe,Average
6,79,No,7,2,64.0,73,72487,No,Placed,Safe,Good
8,93,Yes,6,2,84.0,81,32001,Yes,Not Placed,Safe,Excellent
5,84,No,8,0,70.0,72,21866,Yes,Placed,Safe,Good
8,83,No,7,4,77.0,80,88537,Yes,Not Placed,Safe,Good
4,81,Yes,5,2,60.0,93,37709,Yes,Not Placed,Safe,Good
8,74,Yes,8,1,65.0,93,74340,No,Placed,Safe,Good
2,43,Yes,7,8,21.0,96,27756,Yes,Not Placed,At Risk,Poor
5,72,No,9,9,60.0,60,90121,Yes,Not Placed,Safe,Good
9,52,No,4,5,48.0,83,98459,Yes,Not Placed,Safe,Average
4,95,Yes,6,2,77.0,75,69194,Yes,Placed,Safe,Good
6,75,Yes,6,6,63.0,93,42807,Yes,Placed,Safe,Good
1,93,Yes,6,8,68.0,95,89993,No,Placed,Safe,Good
9,82,No,7,8,81.0,64,79164,No,Not Placed,Safe,Excellent
1,58,No,8,0,29.0,62,76390,Yes,Placed,At Risk,Poor
5,82,Yes,4,1,66.0,77,47978,No,Not Placed,Safe,Good
4,51,Yes,6,7,36.0,84,63195,No,Not Placed,At Risk,Poor
3,50,Yes,8,0,29.0,98,84855,Yes,Not Placed,At Risk,Poor
6,45,No,5,2,32.0,73,60883,Yes,Not Placed,At Risk,Poor
2,51,Yes,9,6,31.0,92,73785,Yes,Not Placed,At Risk,Poor
3,66,Yes,5,7,45.0,73,37684,No,Placed,Safe,Average
5,80,Yes,4,4,65.0,74,36243,Yes,Placed,Safe,Good
9,64,No,6,1,57.0,98,62118,Yes,Placed,Safe,Average
2,81,No,5,2,58.0,64,80153,Yes,Placed,Safe,Average
8,42,Yes,9,8,38.0,76,85924,Yes,Not Placed,At Risk,Poor
2,42,No,8,9,22.0,81,49028,Yes,Placed,At Risk,Poor
5,59,Yes,8,6,48.0,79,39576,Yes,Placed,Safe,Average
7,67,Yes,5,0,59.0,68,28248,No,Placed,Safe,Average
8,62,Yes,6,2,58.0,83,27174,No,Placed,Safe,Average
1,87,Yes,9,8,62.0,64,88348,Yes,Placed,Safe,Good
6,42,No,4,6,30.0,77,39454,No,Placed,At Risk,Poor
1,81,Yes,6,1,56.0,77,62735,No,Not Placed,Safe,Average
2,63,Yes,7,5,40.0,84,68150,No,Placed,Safe,Average
1,82,No,5,8,59.0,93,48269,No,Placed,Safe,Average
5,79,Yes,7,3,65.0,81,74644,Yes,Not Placed,Safe,Good
9,45,No,5,9,43.0,97,74631,No,Placed,Safe,Average
6,59,Yes,4,1,48.0,90,88333,Yes,Not Placed,Safe,Average
1,50,Yes,6,2,24.0,60,27402,No,Not Placed,At Risk,Poor
1,71,Yes,9,6,51.0,60,93099,Yes,Placed,Safe,Average
2,99,Yes,6,3,81.0,60,20926,No,Not Placed,Safe,Excellent
9,66,No,5,6,62.0,96,64995,No,Not Placed,Safe,Good
3,60,Yes,8,4,43.0,69,40444,No,Placed,Safe,Average
1,83,No,7,7,63.0,65,23646,Yes,Placed,Safe,Good
5,87,No,9,7,73.0,70,64542,Yes,Not Placed,Safe,Good
7,89,No,9,4,76.0,75,93137,No,Not Placed,Safe,Good
6,52,Yes,6,6,43.0,60,89788,No,Not Placed,Safe,Average
1,61,No,6,5,34.0,72,29247,Yes,Placed,At Risk,Poor
5,74,No,5,7,57.0,73,94743,No,Not Placed,Safe,Average
5,86,No,8,8,72.0,86,89355,No,Placed,Safe,Good
6,61,Yes,7,4,47.0,98,73529,Yes,Placed,Safe,Average
3,67,Yes,8,6,52.0,63,40160,No,Not Placed,Safe,Average
5,60,No,9,0,49.0,75,40708,Yes,Not Placed,Safe,Average
7,85,No,8,7,77.0,91,50352,Yes,Not Placed,Safe,Good
5,57,Yes,5,2,41.0,78,34591,No,Not Placed,Safe,Average
5,70,No,8,0,56.0,76,42716,Yes,Not Placed,Safe,Average
5,99,No,7,5,89.0,79,55488,Yes,Placed,Safe,Excellent
3,85,No,9,7,65.0,62,67780,No,Placed,Safe,Good
1,76,Yes,4,2,49.0,83,29900,Yes,Placed,Safe,Average
5,60,No,9,0,48.0,89,29148,No,Not Placed,Safe,Average
9,53,No,4,2,47.0,95,99640,Yes,Placed,Safe,Average
1,64,Yes,7,4,37.0,60,66323,Yes,Placed,At Risk,Poor
3,66,No,9,7,48.0,78,67919,No,Not Placed,Safe,Average
4,79,Yes,9,8,61.0,71,71636,No,Placed,Safe,Good
1,99,Yes,9,8,77.0,81,85928,Yes,Not Placed,Safe,Good
1,99,Yes,9,3,75.0,82,30062,No,Placed,Safe,Good
8,62,No,5,7,57.0,89,81173,Yes,Not Placed,Safe,Average
2,70,No,6,4,45.0,91,20399,Yes,Placed,Safe,Average
8,86,No,9,2,82.0,86,59723,Yes,Not Placed,Safe,Excellent
7,99,No,5,4,90.0,82,41736,No,Not Placed,Safe,Excellent
2,68,No,7,1,42.0,67,75261,Yes,Placed,Safe,Average
6,86,No,9,5,74.0,86,33326,No,Not Placed,Safe,Good
6,69,No,8,0,60.0,90,44132,No,Not Placed,Safe,Good
3,90,No,9,5,73.0,86,29502,No,Not Placed,Safe,Good
2,65,Yes,9,4,40.0,68,62270,No,Placed,Safe,Average
1,59,No,4,8,32.0,70,62821,No,Placed,At Risk,Poor
6,77,No,8,6,67.0,94,42045,Yes,Placed,Safe,Good
5,58,Yes,9,5,46.0,96,37332,No,Not Placed,Safe,Average
9,66,No,9,6,65.0,86,93070,Yes,Not Placed,Safe,Good
1,64,Yes,9,9,42.0,80,78661,No,Not Placed,Safe,Average
7,79,No,5,4,69.0,63,26526,Yes,Placed,Safe,Good
5,77,No,7,0,62.0,66,47413,No,Not Placed,Safe,Good
5,91,Yes,4,8,75.0,78,39507,Yes,Placed,Safe,Good
2,62,Yes,9,4,40.0,73,44157,No,Placed,Safe,Average
3,68,No,7,3,43.0,91,53725,Yes,Placed,Safe,Average
7,54,Yes,4,5,42.0,96,32205,Yes,Placed,Safe,Average
6,98,No,4,4,84.0,88,21757,Yes,Not Placed,Safe,Excellent
2,42,No,4,0,15.0,82,74476,Yes,Not Placed,At Risk,Poor
6,49,No,9,1,39.0,96,40680,No,Not Placed,At Risk,Poor
2,54,No,5,3,26.0,84,34557,No,Placed,At Risk,Poor
2,95,No,9,7,73.0,90,57178,Yes,Not Placed,Safe,Good
2,55,No,9,4,34.0,95,64718,Yes,Placed,At Risk,Poor
3,56,Yes,7,6,34.0,81,46238,Yes,Placed,At Risk,Poor
2,58,Yes,6,1,37.0,61,80980,No,Not Placed,At Risk,Poor
4,50,Yes,6,7,34.0,70,42066,Yes,Placed,At Risk,Poor
9,87,No,6,4,85.0,62,90728,Yes,Placed,Safe,Excellent
6,44,Yes,7,3,31.0,89,99860,No,Placed,At Risk,Poor
1,44,No,8,8,18.0,85,36231,Yes,Not Placed,At Risk,Poor
8,97,Yes,7,5,92.0,75,32073,Yes,Placed,Safe,Excellent
7,53,No,4,3,44.0,72,29143,No,Placed,Safe,Average
3,89,No,9,7,72.0,83,31053,No,Placed,Safe,Good
1,65,No,8,2,40.0,60,93918,No,Not Placed,Safe,Average
5,47,No,4,9,31.0,79,28026,Yes,Placed,At Risk,Poor
4,44,No,9,1,25.0,82,22321,No,Not Placed,At Risk,Poor
8,46,Yes,9,6,44.0,74,99300,Yes,Not Placed,Safe,Average
1,55,No,4,3,27.0,68,63258,No,Placed,At Risk,Poor
1,94,Yes,7,3,66.0,77,65081,No,Not Placed,Safe,Good
4,53,No,6,9,34.0,79,59115,No,Placed,At Risk,Poor
8,76,No,8,8,70.0,67,30742,Yes,Not Placed,Safe,Good
5,95,No,9,1,81.0,70,77909,No,Placed,Safe,Excellent
2,80,Yes,5,0,56.0,94,74955,Yes,Placed,Safe,Average
6,43,No,9,6,30.0,95,65741,No,Not Placed,At Risk,Poor
5,75,Yes,6,7,60.0,99,38562,No,Not Placed,Safe,Good
2,87,No,9,2,64.0,88,89768,No,Not Placed,Safe,Good
3,95,Yes,5,1,74.0,85,36635,Yes,Placed,Safe,Good
9,56,Yes,7,3,52.0,90,67360,No,Placed,Safe,Average
7,86,Yes,9,1,84.0,71,28978,No,Not Placed,Safe,Excellent
7,75,No,8,1,66.0,94,48023,Yes,Not Placed,Safe,Good
6,45,No,7,4,32.0,82,91338,No,Placed,At Risk,Poor
8,55,Yes,5,9,47.0,64,84792,Yes,Not Placed,Safe,Average
4,68,No,4,4,51.0,93,48067,No,Placed,Safe,Average
8,75,No,9,7,67.0,71,95983,Yes,Placed,Safe,Good
4,77,No,7,8,57.0,92,71444,Yes,Placed,Safe,Average
8,76,Yes,9,1,71.0,78,81621,No,Not Placed,Safe,Good
9,87,Yes,8,0,86.0,83,52254,No,Placed,Safe,Excellent
3,96,No,9,2,77.0,82,35962,Yes,Placed,Safe,Good
3,87,Yes,7,5,72.0,90,67997,Yes,Not Placed,Safe,Good
2,49,No,6,4,24.0,90,83718,Yes,Placed,At Risk,Poor
3,80,No,7,7,60.0,70,42847,No,Placed,Safe,Good
3,75,Yes,5,7,55.0,84,91531,No,Placed,Safe,Average
5,68,Yes,7,1,54.0,95,76981,No,Placed,Safe,Average
5,53,No,8,8,39.0,63,56407,No,Placed,At Risk,Poor
2,43,No,7,3,19.0,72,75836,No,Placed,At Risk,Poor
6,83,No,7,0,68.0,93,24891,Yes,Not Placed,Safe,Good
5,95,Yes,8,1,83.0,65,90771,No,Not Placed,Safe,Excellent
6,81,Yes,7,5,72.0,73,27288,Yes,Not Placed,Safe,Good
1,75,No,8,4,49.0,75,47463,No,Placed,Safe,Average
5,89,No,5,6,74.0,72,43126,Yes,Placed,Safe,Good
9,84,Yes,8,8,86.0,86,68346,No,Not Placed,Safe,Excellent
2,52,No,5,5,26.0,88,99234,No,Not Placed,At Risk,Poor
1,85,Yes,5,5,60.0,71,28853,No,Placed,Safe,Good
9,57,Yes,8,1,54.0,71,46965,Yes,Placed,Safe,Average
9,72,No,7,6,73.0,63,88961,Yes,Placed,Safe,Good
9,60,No,9,1,61.0,90,89729,No,Placed,Safe,Good
6,55,Yes,6,6,45.0,60,81409,Yes,Placed,Safe,Average
8,54,No,9,7,57.0,77,57206,Yes,Not Placed,Safe,Average
1,93,Yes,8,0,68.0,65,85683,No,Placed,Safe,Good
4,96,Yes,7,8,72.0,84,28398,Yes,Placed,Safe,Good
1,44,Yes,5,7,17.0,95,62926,Yes,Placed,At Risk,Poor
8,45,No,4,8,37.0,61,51782,No,Not Placed,At Risk,Poor
1,77,No,6,4,54.0,93,79675,Yes,Not Placed,Safe,Average
3,42,No,9,3,22.0,79,72794,Yes,Not Placed,At Risk,Poor
4,87,Yes,7,0,73.0,77,82860,No,Not Placed,Safe,Good
8,51,Yes,6,8,47.0,94,46847,Yes,Not Placed,Safe,Average
6,75,Yes,4,3,63.0,80,56306,No,Placed,Safe,Good
7,72,Yes,4,3,63.0,60,64257,Yes,Not Placed,Safe,Good
8,75,No,4,3,68.0,83,47143,No,Placed,Safe,Good
2,72,No,9,1,52.0,95,25863,No,Placed,Safe,Average
8,70,No,8,3,64.0,93,99522,Yes,Placed,Safe,Good
3,60,Yes,6,1,38.0,78,41815,Yes,Placed,At Risk,Poor
7,66,Yes,8,7,60.0,66,48982,Yes,Not Placed,Safe,Good
3,66,No,4,6,45.0,74,33982,No,Not Placed,Safe,Average
7,47,Yes,7,9,39.0,82,48657,Yes,Placed,At Risk,Poor
2,95,No,4,1,75.0,63,66877,Yes,Placed,Safe,Good
6,76,Yes,8,1,67.0,87,82663,Yes,Placed,Safe,Good
3,71,Yes,4,1,48.0,77,43681,No,Placed,Safe,Average
3,65,Yes,4,0,44.0,97,32730,No,Placed,Safe,Average
9,41,Yes,8,5,37.0,83,71561,Yes,Placed,At Risk,Poor
7,51,Yes,8,5,41.0,94,86713,Yes,Placed,Safe,Average
5,61,No,7,0,47.0,65,56363,No,Placed,Safe,Average
7,56,No,8,0,45.0,92,97644,No,Not Placed,Safe,Average
9,46,No,7,5,43.0,95,75214,Yes,Not Placed,Safe,Average
1,82,Yes,5,5,54.0,92,78377,Yes,Placed,Safe,Average
7,43,No,5,3,32.0,89,88148,Yes,Not Placed,At Risk,Poor
6,76,No,8,2,64.0,65,82582,Yes,Not Placed,Safe,Good
9,77,Yes,4,8,74.0,96,86702,Yes,Placed,Safe,Good
1,71,Yes,6,5,50.0,74,37360,Yes,Not Placed,Safe,Average
4,50,No,4,0,33.0,94,22161,Yes,Not Placed,At Risk,Poor
9,40,No,8,2,36.0,60,89075,No,Placed,At Risk,Poor
4,64,No,7,0,45.0,86,24331,Yes,Not Placed,Safe,Average
3,81,No,4,2,58.0,77,77657,Yes,Not Placed,Safe,Average
9,91,No,5,1,85.0,75,33678,No,Placed,Safe,Excellent
2,63,Yes,9,4,41.0,78,42224,No,Placed,Safe,Average
4,92,No,8,2,78.0,74,43321,Yes,Placed,Safe,Good
6,82,No,4,6,63.0,82,73779,No,Not Placed,Safe,Good
2,95,No,9,7,76.0,87,62803,Yes,Not Placed,Safe,Good
8,56,No,4,6,51.0,99,57097,No,Placed,Safe,Average
8,47,No,7,1,36.0,63,46059,No,Not Placed,At Risk,Poor
1,98,No,7,9,74.0,91,74911,Yes,Placed,Safe,Good
3,84,Yes,7,9,65.0,86,91677,Yes,Placed,Safe,Good
9,66,Yes,9,6,65.0,73,23325,No,Not Placed,Safe,Good
5,91,Yes,6,9,79.0,92,76863,Yes,Not Placed,Safe,Good
6,57,No,9,2,46.0,83,44680,Yes,Not Placed,Safe,Average
4,66,No,8,6,47.0,68,51295,Yes,Placed,Safe,Average
2,61,Yes,8,0,42.0,85,98418,No,Placed,Safe,Average
8,55,No,5,1,46.0,79,85482,No,Not Placed,Safe,Average
6,41,No,5,9,34.0,76,91609,Yes,Placed,At Risk,Poor
5,44,No,8,0,27.0,84,30411,No,Placed,At Risk,Poor
9,57,Yes,4,8,52.0,79,84343,Yes,Placed,Safe,Average
1,42,Yes,8,1,17.0,89,70543,Yes,Not Placed,At Risk,Poor
5,66,Yes,6,1,53.0,75,35382,Yes,Not Placed,Safe,Average
6,93,No,5,5,84.0,84,20394,No,Placed,Safe,Excellent
5,56,Yes,5,6,39.0,76,54345,Yes,Placed,At Risk,Poor
6,55,Yes,9,1,44.0,66,87011,Yes,Not Placed,Safe,Average
6,45,Yes,5,3,36.0,81,44881,Yes,Not Placed,At Risk,Poor
7,90,No,8,2,81.0,63,41343,No,Placed,Safe,Excellent
4,46,Yes,5,4,30.0,86,34771,No,Placed,At Risk,Poor
8,89,Yes,5,8,80.0,65,76801,Yes,Not Placed,Safe,Excellent
7,53,No,9,1,41.0,89,67868,Yes,Placed,Safe,Average
9,77,Yes,8,4,77.0,98,45811,Yes,Not Placed,Safe,Good
7,79,No,4,7,69.0,61,41611,No,Placed,Safe,Good
3,54,No,5,5,34.0,74,47290,Yes,Not Placed,At Risk,Poor
3,86,Yes,5,3,64.0,64,69938,No,Placed,Safe,Good
8,86,Yes,5,9,78.0,70,51432,Yes,Not Placed,Safe,Good
5,87,Yes,6,7,74.0,70,69002,Yes,Not Placed,Safe,Good
4,72,No,8,2,52.0,94,38290,Yes,Not Placed,Safe,Average
8,82,Yes,5,3,76.0,68,56761,Yes,Placed,Safe,Good
6,66,Yes,6,8,53.0,98,84840,No,Placed,Safe,Average
2,68,Yes,4,4,46.0,78,60865,Yes,Placed,Safe,Average
4,96,No,4,5,77.0,79,68028,Yes,Not Placed,Safe,Good
4,76,No,9,1,59.0,72,84906,Yes,Not Placed,Safe,Average
6,44,No,9,8,35.0,66,96570,Yes,Placed,At Risk,Poor
6,68,Yes,9,7,61.0,99,65082,No,Not Placed,Safe,Good
1,71,Yes,6,6,46.0,93,84204,No,Placed,Safe,Average
8,99,No,4,8,97.0,69,36043,Yes,Placed,Safe,Excellent
6,92,Yes,9,4,86.0,78,27272,No,Not Placed,Safe,Excellent
3,45,Yes,7,4,24.0,61,73075,No,Placed,At Risk,Poor
9,41,No,9,8,37.0,94,78620,Yes,Placed,At Risk,Poor
2,45,No,4,4,18.0,92,71627,Yes,Placed,At Risk,Poor
8,85,No,7,8,84.0,91,88301,Yes,Placed,Safe,Excellent
3,82,Yes,6,0,59.0,84,33000,No,Not Placed,Safe,Average
5,43,Yes,7,9,29.0,66,52622,Yes,Not Placed,At Risk,Poor
6,95,Yes,4,9,84.0,63,94169,No,Placed,Safe,Excellent
6,68,No,5,7,60.0,91,68542,Yes,Placed,Safe,Good
4,98,No,7,2,78.0,88,70105,No,Not Placed,Safe,Good
